date,taluk,rain_lag_7,rain_lag_30,rolling_30_rain,rolling_60_rain,rolling_90_rain,dry_days_count,rain_deficit,temp,humidity,wind,pressure,month,target_monthly_rain,target_category
2020-01-31,brahmavar,0.0,0.39,1.29,1.29,1.29,30,0.0,23.62,76.1,1.65,97.05,1,1.29,Deficit
2020-02-01,brahmavar,0.0,0.19,0.9000000000000001,0.9000000000000001,0.9000000000000001,30,0.0,23.94,75.02,1.37,97.07,2,3.77,Deficit
2020-02-02,brahmavar,0.0,0.01,0.71,0.71,0.71,30,0.0,24.56,73.87,1.3,97.24,2,3.77,Deficit
2020-02-03,brahmavar,0.06,0.0,0.7799999999999999,0.7799999999999999,0.7799999999999999,30,0.0,25.01,71.38,1.4,97.21,2,3.77,Deficit
2020-02-04,brahmavar,0.25,0.0,0.7899999999999999,0.7899999999999999,0.7899999999999999,30,0.0,24.79,70.66,1.38,97.07,2,3.77,Deficit
2020-02-05,brahmavar,0.02,0.01,0.7999999999999999,0.7999999999999999,0.7999999999999999,30,0.0,24.92,72.42,1.35,97.12,2,3.77,Deficit
2020-02-06,brahmavar,0.0,0.05,0.7999999999999999,0.7999999999999999,0.7999999999999999,30,0.0,24.81,73.28,1.76,97.15,2,3.77,Deficit
2020-02-07,brahmavar,0.0,0.15,0.75,0.75,0.75,30,0.0,24.02,74.93,1.87,97.24,2,3.77,Deficit
2020-02-08,brahmavar,0.0,0.04,0.62,0.62,0.62,30,0.0,22.71,71.11,1.59,97.3,2,3.77,Deficit
2020-02-09,brahmavar,0.08,0.04,0.5800000000000001,0.5800000000000001,0.5800000000000001,30,0.0,23.26,64.98,1.2,97.2,2,3.77,Deficit
2020-02-10,brahmavar,0.01,0.0,0.54,0.54,0.54,30,0.0,25.25,67.37,1.19,97.11,2,3.77,Deficit
2020-02-11,brahmavar,0.01,0.0,0.54,0.54,0.54,30,0.0,26.32,61.16,1.56,97.09,2,3.77,Deficit
2020-02-12,brahmavar,0.01,0.0,0.54,0.54,0.54,30,0.0,26.06,59.85,1.61,97.25,2,3.77,Deficit
2020-02-13,brahmavar,0.0,0.03,0.54,0.54,0.54,30,0.0,25.6,59.81,1.51,97.22,2,3.77,Deficit
2020-02-14,brahmavar,0.02,0.01,0.51,0.51,0.51,30,0.0,25.66,60.09,1.05,97.09,2,3.77,Deficit
2020-02-15,brahmavar,0.0,0.03,0.5,0.5,0.5,30,0.0,26.05,57.96,1.35,97.08,2,3.77,Deficit
2020-02-16,brahmavar,0.0,0.0,0.47000000000000003,0.47000000000000003,0.47000000000000003,30,0.0,25.72,53.35,1.11,97.1,2,3.77,Deficit
2020-02-17,brahmavar,0.0,0.0,0.47,0.47,0.47,30,0.0,25.5,52.41,1.47,97.17,2,3.77,Deficit
2020-02-18,brahmavar,0.0,0.0,0.47,0.47,0.47,30,0.0,25.87,51.09,1.18,97.14,2,3.77,Deficit
2020-02-19,brahmavar,0.0,0.01,0.47000000000000003,0.47000000000000003,0.47000000000000003,30,0.0,26.43,56.94,0.61,97.1,2,3.77,Deficit
2020-02-20,brahmavar,0.0,0.0,0.5,0.5,0.5,30,0.0,26.42,60.95,1.03,97.05,2,3.77,Deficit
2020-02-21,brahmavar,0.0,0.0,0.5199999999999999,0.5199999999999999,0.5199999999999999,30,0.0,26.13,50.67,1.16,97.16,2,3.77,Deficit
2020-02-22,brahmavar,0.0,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999,30,0.0,25.83,49.3,1.86,97.24,2,3.77,Deficit
2020-02-23,brahmavar,0.0,0.0,0.56,0.56,0.56,30,0.0,26.45,51.85,1.63,97.14,2,3.77,Deficit
2020-02-24,brahmavar,0.0,0.0,0.56,0.56,0.56,30,0.0,26.58,56.77,1.57,96.98,2,3.77,Deficit
2020-02-25,brahmavar,0.0,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999,30,0.0,26.5,63.7,1.02,96.95,2,3.77,Deficit
2020-02-26,brahmavar,0.04,0.06,0.5700000000000001,0.5700000000000001,0.5700000000000001,30,0.0,27.33,62.53,1.28,96.94,2,3.77,Deficit
2020-02-27,brahmavar,0.02,0.25,0.5700000000000001,0.5700000000000001,0.5700000000000001,30,0.0,28.07,63.68,1.06,96.96,2,3.77,Deficit
2020-02-28,brahmavar,0.04,0.02,1.25,1.25,1.25,30,0.0,27.96,64.42,1.31,96.86,2,3.77,Deficit
2020-02-29,brahmavar,0.0,0.0,1.76,1.76,1.76,30,0.0,27.03,70.33,1.18,96.87,2,3.77,Deficit
2020-03-01,brahmavar,0.0,0.0,3.7699999999999996,3.7699999999999996,3.7699999999999996,29,0.0,27.09,71.5,1.26,96.97,3,6.13,Deficit
2020-03-02,brahmavar,0.0,0.0,4.56,4.56,4.56,29,0.0,26.88,71.98,1.37,97.04,3,6.13,Deficit
2020-03-03,brahmavar,0.01,0.08,6.3,6.3,6.3,29,0.0,26.6,70.92,1.99,97.1,3,6.13,Deficit
2020-03-04,brahmavar,0.06,0.01,6.4,6.4,6.4,29,0.0,25.9,69.65,2.24,97.06,3,6.13,Deficit
2020-03-05,brahmavar,0.93,0.01,6.39,6.39,6.39,29,0.0,25.19,71.55,1.98,96.97,3,6.13,Deficit
2020-03-06,brahmavar,0.53,0.01,6.3999999999999995,6.3999999999999995,6.3999999999999995,29,0.0,25.16,68.81,1.47,97.02,3,6.13,Deficit
2020-03-07,brahmavar,2.01,0.0,6.419999999999999,6.419999999999999,6.419999999999999,29,0.0,25.55,67.13,1.5,97.12,3,6.13,Deficit
2020-03-08,brahmavar,0.79,0.02,6.419999999999999,6.419999999999999,6.419999999999999,29,0.0,26.39,69.79,1.49,97.08,3,6.13,Deficit
2020-03-09,brahmavar,1.74,0.0,6.3999999999999995,6.3999999999999995,6.3999999999999995,29,0.0,26.88,70.22,1.91,96.97,3,6.13,Deficit
2020-03-10,brahmavar,0.18,0.0,6.459999999999999,6.459999999999999,6.459999999999999,29,0.0,27.12,67.9,1.75,96.94,3,6.13,Deficit
2020-03-11,brahmavar,0.0,0.0,6.469999999999999,6.469999999999999,6.469999999999999,29,0.0,26.67,71.43,1.76,97.01,3,6.13,Deficit
2020-03-12,brahmavar,0.02,0.0,6.749999999999999,6.749999999999999,6.749999999999999,29,0.0,26.82,69.44,1.68,97.09,3,6.13,Deficit
2020-03-13,brahmavar,0.03,0.0,6.79,6.79,6.79,29,0.0,26.89,67.68,2.26,97.07,3,6.13,Deficit
2020-03-14,brahmavar,0.0,0.0,6.83,6.83,6.83,29,0.0,27.57,62.24,1.89,96.94,3,6.13,Deficit
2020-03-15,brahmavar,0.0,0.0,6.83,6.83,6.83,29,0.0,27.94,59.86,1.55,96.88,3,6.13,Deficit
2020-03-16,brahmavar,0.06,0.0,6.83,6.83,6.83,29,0.0,28.11,62.54,1.26,96.99,3,6.13,Deficit
2020-03-17,brahmavar,0.01,0.0,6.869999999999999,6.869999999999999,6.869999999999999,29,0.0,28.75,59.17,1.48,97.06,3,6.13,Deficit
2020-03-18,brahmavar,0.28,0.0,6.99,6.99,6.99,29,0.0,28.75,61.62,1.4,97.11,3,6.13,Deficit
2020-03-19,brahmavar,0.04,0.0,7.01,7.01,7.01,29,0.0,28.56,61.88,1.58,97.06,3,6.13,Deficit
2020-03-20,brahmavar,0.04,0.04,7.12,7.12,7.12,29,0.0,28.29,60.02,1.75,97.06,3,6.13,Deficit
2020-03-21,brahmavar,0.0,0.02,7.109999999999999,7.109999999999999,7.109999999999999,29,0.0,27.35,56.99,1.94,97.03,3,6.13,Deficit
2020-03-22,brahmavar,0.0,0.04,7.09,7.09,7.09,29,0.0,27.18,60.96,1.41,97.03,3,6.13,Deficit
2020-03-23,brahmavar,0.04,0.0,7.050000000000001,7.050000000000001,7.050000000000001,29,0.0,28.5,61.45,1.43,96.92,3,6.13,Deficit
2020-03-24,brahmavar,0.12,0.0,7.109999999999999,7.109999999999999,7.109999999999999,29,0.0,28.36,64.08,1.46,96.8,3,6.13,Deficit
2020-03-25,brahmavar,0.02,0.0,7.2700000000000005,7.2700000000000005,7.2700000000000005,29,0.0,28.04,66.66,1.27,96.81,3,6.13,Deficit
2020-03-26,brahmavar,0.11,0.01,8.19,8.19,8.19,29,0.0,29.2,60.71,1.36,96.79,3,6.13,Deficit
2020-03-27,brahmavar,0.03,0.06,8.280000000000001,8.280000000000001,8.280000000000001,29,0.0,28.88,66.14,1.35,97.0,3,6.13,Deficit
2020-03-28,brahmavar,0.0,0.93,8.629999999999999,8.629999999999999,8.629999999999999,29,0.0,28.96,63.97,1.44,96.91,3,6.13,Deficit
2020-03-29,brahmavar,0.0,0.53,7.91,7.91,7.91,29,0.0,28.76,63.72,1.41,96.84,3,6.13,Deficit
2020-03-30,brahmavar,0.06,2.01,7.529999999999999,7.529999999999999,7.529999999999999,29,0.0,29.29,63.09,1.39,96.89,3,6.13,Deficit
2020-03-31,brahmavar,0.16,0.79,6.050000000000001,6.050000000000001,6.050000000000001,30,0.0,29.32,61.05,1.32,96.92,3,6.13,Deficit
2020-04-01,brahmavar,0.92,1.74,5.340000000000001,5.340000000000001,5.340000000000001,30,0.0,29.67,60.19,1.32,96.89,4,52.25,Normal
2020-04-02,brahmavar,0.1,0.18,3.6000000000000005,3.6000000000000005,3.6000000000000005,30,0.0,29.04,66.26,1.69,96.85,4,52.25,Normal
2020-04-03,brahmavar,0.41,0.0,3.76,3.76,3.76,30,0.0,29.39,62.68,1.47,96.86,4,52.25,Normal
2020-04-04,brahmavar,0.21,0.02,4.02,4.02,4.02,30,0.0,29.52,64.23,1.38,96.95,4,52.25,Normal
2020-04-05,brahmavar,0.15,0.03,4.11,4.11,4.11,30,0.0,29.07,66.83,1.44,97.07,4,52.25,Normal
2020-04-06,brahmavar,0.53,0.0,4.76,4.76,4.76,30,0.0,28.52,68.84,1.46,97.07,4,52.25,Normal
2020-04-07,brahmavar,0.08,0.0,9.73,9.73,9.73,29,0.0,28.28,68.61,1.41,97.0,4,52.25,Normal
2020-04-08,brahmavar,0.0,0.06,17.15,17.15,17.15,28,0.0,28.9,62.57,1.53,97.02,4,52.25,Normal
2020-04-09,brahmavar,0.34,0.01,17.68,17.68,17.68,28,0.0,29.67,55.36,1.83,96.93,4,52.25,Normal
2020-04-10,brahmavar,0.26,0.28,17.84,17.84,17.84,28,0.0,29.11,60.4,1.64,96.99,4,52.25,Normal
2020-04-11,brahmavar,0.11,0.04,18.959999999999997,18.959999999999997,18.959999999999997,28,0.0,28.86,63.61,1.22,97.08,4,52.25,Normal
2020-04-12,brahmavar,0.68,0.04,20.509999999999998,20.509999999999998,20.509999999999998,28,0.0,29.2,64.11,1.07,97.04,4,52.25,Normal
2020-04-13,brahmavar,4.97,0.0,21.349999999999998,21.349999999999998,21.349999999999998,28,0.0,29.82,60.83,1.34,96.88,4,52.25,Normal
2020-04-14,brahmavar,7.42,0.0,21.830000000000002,21.830000000000002,21.830000000000002,28,0.0,30.04,57.77,1.25,96.87,4,52.25,Normal
2020-04-15,brahmavar,0.59,0.04,21.979999999999997,21.979999999999997,21.979999999999997,28,0.0,29.84,58.66,1.24,97.0,4,52.25,Normal
2020-04-16,brahmavar,0.17,0.12,23.929999999999996,23.929999999999996,23.929999999999996,28,0.0,29.04,65.44,1.62,96.94,4,52.25,Normal
2020-04-17,brahmavar,1.4,0.02,25.209999999999994,25.209999999999994,25.209999999999994,28,0.0,29.68,62.37,1.52,96.84,4,52.25,Normal
2020-04-18,brahmavar,1.59,0.11,25.979999999999993,25.979999999999993,25.979999999999993,28,0.0,28.97,68.51,1.54,96.91,4,52.25,Normal
2020-04-19,brahmavar,0.88,0.03,27.089999999999993,27.089999999999993,27.089999999999993,28,0.0,30.4,63.56,1.39,96.77,4,52.25,Normal
2020-04-20,brahmavar,0.48,0.0,29.819999999999993,29.819999999999993,29.819999999999993,27,0.0,29.74,67.96,1.49,96.81,4,52.25,Normal
2020-04-21,brahmavar,0.15,0.0,37.89999999999999,37.89999999999999,37.89999999999999,26,0.0,29.39,70.3,1.42,96.89,4,52.25,Normal
2020-04-22,brahmavar,1.99,0.06,41.19999999999999,41.19999999999999,41.19999999999999,25,0.0,29.09,69.1,1.47,96.86,4,52.25,Normal
2020-04-23,brahmavar,1.4,0.16,47.739999999999995,47.739999999999995,47.739999999999995,24,0.0,29.19,68.4,1.69,96.87,4,52.25,Normal
2020-04-24,brahmavar,0.79,0.92,48.29,48.29,48.29,24,0.0,28.57,70.26,1.69,96.85,4,52.25,Normal
2020-04-25,brahmavar,1.22,0.1,47.9,47.9,47.9,24,0.0,27.91,75.49,1.64,96.84,4,52.25,Normal
2020-04-26,brahmavar,2.76,0.41,49.239999999999995,49.239999999999995,49.239999999999995,24,0.0,29.02,70.76,1.38,96.85,4,52.25,Normal
2020-04-27,brahmavar,8.08,0.21,49.47,49.47,49.47,24,0.0,29.48,64.37,1.93,96.95,4,52.25,Normal
2020-04-28,brahmavar,3.3,0.15,49.260000000000005,49.260000000000005,49.260000000000005,24,0.0,29.37,66.45,1.94,96.85,4,52.25,Normal
2020-04-29,brahmavar,6.6,0.53,49.15,49.15,49.15,24,0.0,28.08,70.94,1.66,96.9,4,52.25,Normal
2020-04-30,brahmavar,0.71,0.08,48.900000000000006,48.900000000000006,48.900000000000006,24,0.0,28.62,68.82,1.41,96.95,4,52.25,Normal
2020-05-01,brahmavar,0.53,0.0,52.25,52.25,52.25,23,0.0,28.48,71.79,1.55,96.93,5,136.74,Deficit
2020-05-02,brahmavar,1.44,0.34,52.38,52.38,52.38,23,0.0,28.98,70.98,1.56,96.77,5,136.74,Deficit
2020-05-03,brahmavar,0.64,0.26,55.22,55.22,55.22,22,0.0,29.12,72.94,1.56,96.74,5,136.74,Deficit
2020-05-04,brahmavar,0.0,0.11,55.790000000000006,55.790000000000006,55.790000000000006,22,0.0,29.59,70.84,1.43,96.83,5,136.74,Deficit
2020-05-05,brahmavar,0.04,0.68,56.9,56.9,56.9,22,0.0,29.73,67.7,1.35,96.76,5,136.74,Deficit
2020-05-06,brahmavar,0.28,4.97,56.81999999999999,56.81999999999999,56.81999999999999,22,0.0,28.9,72.84,1.27,96.75,5,136.74,Deficit
2020-05-07,brahmavar,3.43,7.42,52.85,52.85,52.85,23,0.0,28.21,75.06,1.08,96.81,5,136.74,Deficit
2020-05-08,brahmavar,0.13,0.59,50.74,50.74,50.74,23,0.0,28.11,77.18,1.25,96.8,5,136.74,Deficit
2020-05-09,brahmavar,3.18,0.17,54.4,54.4,54.4,22,0.0,29.07,73.02,1.28,96.76,5,136.74,Deficit
2020-05-10,brahmavar,0.83,1.4,54.32,54.32,54.32,22,0.0,29.51,69.79,1.38,96.79,5,136.74,Deficit
2020-05-11,brahmavar,1.22,1.59,54.09000000000001,54.09000000000001,54.09000000000001,22,0.0,29.28,70.42,1.19,96.76,5,136.74,Deficit
2020-05-12,brahmavar,0.6,0.88,59.68000000000001,59.68000000000001,59.68000000000001,21,0.0,29.31,72.8,1.06,96.73,5,136.74,Deficit
2020-05-13,brahmavar,1.0,0.48,63.68000000000001,63.68000000000001,63.68000000000001,20,0.0,28.85,73.58,1.34,96.7,5,136.74,Deficit
2020-05-14,brahmavar,5.31,0.15,65.25,65.25,65.25,19,0.0,29.01,73.67,1.61,96.62,5,136.74,Deficit
2020-05-15,brahmavar,4.25,1.99,67.08000000000001,67.08000000000001,67.08000000000001,19,0.0,27.83,81.28,1.31,96.56,5,136.74,Deficit
2020-05-16,brahmavar,0.09,1.4,73.76,73.76,73.76,18,0.0,27.87,80.2,1.51,96.55,5,136.74,Deficit
2020-05-17,brahmavar,1.17,0.79,78.91999999999999,78.91999999999999,78.91999999999999,17,0.0,27.34,83.89,1.86,96.55,5,136.74,Deficit
2020-05-18,brahmavar,7.18,1.22,87.36999999999999,87.36999999999999,87.36999999999999,16,0.0,26.44,87.54,2.36,96.55,5,136.74,Deficit
2020-05-19,brahmavar,4.88,2.76,92.70999999999998,92.70999999999998,92.70999999999998,15,0.0,27.28,81.08,2.54,96.53,5,136.74,Deficit
2020-05-20,brahmavar,2.05,8.08,92.80999999999999,92.80999999999999,92.80999999999999,15,0.0,27.89,74.9,1.6,96.53,5,136.74,Deficit
2020-05-21,brahmavar,1.98,3.3,85.91000000000001,85.91000000000001,85.91000000000001,16,0.0,27.29,76.74,1.08,96.67,5,136.74,Deficit
2020-05-22,brahmavar,8.67,6.6,85.35000000000001,85.35000000000001,85.35000000000001,16,0.0,27.82,75.57,1.67,96.7,5,136.74,Deficit
2020-05-23,brahmavar,6.56,0.71,80.33,80.33,80.33,17,0.0,28.03,77.39,1.64,96.7,5,136.74,Deficit
2020-05-24,brahmavar,9.24,0.53,83.10000000000001,83.10000000000001,83.10000000000001,16,0.0,27.99,77.31,1.66,96.78,5,136.74,Deficit
2020-05-25,brahmavar,6.56,1.44,83.62,83.62,83.62,16,0.0,27.79,78.07,1.49,96.82,5,136.74,Deficit
2020-05-26,brahmavar,2.86,0.64,83.32000000000001,83.32000000000001,83.32000000000001,16,0.0,27.7,81.3,1.51,96.84,5,136.74,Deficit
2020-05-27,brahmavar,1.18,0.0,90.0,90.0,90.0,15,0.0,27.71,80.37,1.76,96.83,5,136.74,Deficit
2020-05-28,brahmavar,2.74,0.04,94.96,94.96,94.96,14,0.0,26.82,77.39,1.74,96.79,5,136.74,Deficit
2020-05-29,brahmavar,1.58,0.28,95.9,95.9,95.9,14,0.0,26.35,81.28,1.68,96.78,5,136.74,Deficit
2020-05-30,brahmavar,3.48,3.43,97.34,97.34,97.34,14,0.0,27.22,80.89,1.51,96.7,5,136.74,Deficit
2020-05-31,brahmavar,1.05,0.13,106.44999999999999,106.44999999999999,106.44999999999999,14,0.0,25.76,89.15,2.19,96.74,5,136.74,Deficit
2020-06-01,brahmavar,1.14,3.18,136.60999999999999,136.60999999999999,136.60999999999999,13,0.0,25.88,86.43,2.07,96.79,6,949.91,Normal
2020-06-02,brahmavar,7.32,0.83,159.77999999999997,159.77999999999997,159.77999999999997,13,0.0,26.17,88.51,3.41,96.68,6,949.91,Normal
2020-06-03,brahmavar,4.96,1.22,199.31,199.31,199.31,12,0.0,25.81,89.45,3.17,96.68,6,949.91,Normal
2020-06-04,brahmavar,0.98,0.6,262.53,262.53,262.53,11,0.0,25.9,83.4,2.25,96.79,6,949.91,Normal
2020-06-05,brahmavar,1.72,1.0,278.86,278.86,278.86,10,0.0,26.15,81.83,1.96,96.85,6,949.91,Normal
2020-06-06,brahmavar,12.54,5.31,294.64,294.64,294.64,9,0.0,25.85,82.37,1.75,96.85,6,949.91,Normal
2020-06-07,brahmavar,30.29,4.25,295.12000000000006,295.12000000000006,295.12000000000006,9,0.0,26.1,82.42,1.65,96.78,6,949.91,Normal
2020-06-08,brahmavar,26.35,0.09,294.3500000000001,294.3500000000001,294.3500000000001,9,0.0,25.85,83.54,1.68,96.79,6,949.91,Normal
2020-06-09,brahmavar,40.36,1.17,296.35,296.35,296.35,8,0.0,25.89,83.43,1.51,96.78,6,949.91,Normal
2020-06-10,brahmavar,64.44,7.18,298.58000000000004,298.58000000000004,298.58000000000004,7,0.0,26.17,86.29,1.97,96.66,6,949.91,Normal
2020-06-11,brahmavar,16.93,4.88,375.91999999999996,375.91999999999996,375.91999999999996,7,0.0,25.31,88.12,2.5,96.49,6,949.91,Normal
2020-06-12,brahmavar,16.78,2.05,407.92999999999995,407.92999999999995,407.92999999999995,7,0.0,24.77,84.89,3.05,96.47,6,949.91,Normal
2020-06-13,brahmavar,5.79,1.98,445.63999999999993,445.63999999999993,445.63999999999993,7,0.0,25.49,81.94,2.8,96.55,6,949.91,Normal
2020-06-14,brahmavar,3.48,8.67,483.6199999999999,483.6199999999999,483.6199999999999,6,0.0,25.66,86.77,2.57,96.67,6,949.91,Normal
2020-06-15,brahmavar,2.09,6.56,536.0899999999999,536.0899999999999,536.0899999999999,6,0.0,26.2,88.76,2.63,96.55,6,949.91,Normal
2020-06-16,brahmavar,3.4,9.24,566.98,566.98,566.98,6,0.0,26.41,90.03,2.69,96.48,6,949.91,Normal
2020-06-17,brahmavar,84.52,6.56,639.28,639.28,639.28,6,0.0,25.6,92.1,2.42,96.54,6,949.91,Normal
2020-06-18,brahmavar,36.89,2.86,705.4100000000001,705.4100000000001,705.4100000000001,6,0.0,24.88,91.19,1.76,96.72,6,949.91,Normal
2020-06-19,brahmavar,39.76,1.18,727.16,727.16,727.16,6,0.0,25.31,89.49,1.55,96.78,6,949.91,Normal
2020-06-20,brahmavar,39.96,2.74,746.68,746.68,746.68,5,0.0,25.39,81.59,1.4,96.8,6,949.91,Normal
2020-06-21,brahmavar,61.14,1.58,746.14,746.14,746.14,5,0.0,25.28,89.79,1.91,96.68,6,949.91,Normal
2020-06-22,brahmavar,37.45,3.48,771.98,771.98,771.98,4,0.0,25.19,89.26,2.03,96.62,6,949.91,Normal
2020-06-23,brahmavar,81.54,1.05,799.56,799.56,799.56,4,0.0,24.97,84.78,1.37,96.68,6,949.91,Normal
2020-06-24,brahmavar,72.69,1.14,801.48,801.48,801.48,3,0.0,25.18,85.6,1.63,96.68,6,949.91,Normal
2020-06-25,brahmavar,24.61,7.32,807.21,807.21,807.21,2,0.0,25.12,85.53,1.7,96.52,6,949.91,Normal
2020-06-26,brahmavar,20.7,4.96,833.52,833.52,833.52,2,0.0,24.6,88.47,1.66,96.5,6,949.91,Normal
2020-06-27,brahmavar,2.2,0.98,837.3499999999999,837.3499999999999,837.3499999999999,2,0.0,25.36,88.83,2.06,96.55,6,949.91,Normal
2020-06-28,brahmavar,27.42,1.72,845.8799999999999,845.8799999999999,845.8799999999999,1,0.0,25.58,89.0,2.23,96.59,6,949.91,Normal
2020-06-29,brahmavar,31.06,12.54,854.8900000000001,854.8900000000001,854.8900000000001,0,0.0,25.48,90.58,2.1,96.5,6,949.91,Normal
2020-06-30,brahmavar,2.97,30.29,964.83,964.83,964.83,0,0.0,24.63,88.82,2.05,96.51,6,949.91,Normal
2020-07-01,brahmavar,6.87,26.35,949.9100000000001,949.9100000000001,949.9100000000001,0,0.0,24.84,87.31,1.82,96.63,7,1101.43,Normal
2020-07-02,brahmavar,33.63,40.36,955.8800000000001,955.8800000000001,955.8800000000001,0,0.0,24.2,91.13,2.38,96.69,7,1101.43,Normal
2020-07-03,brahmavar,8.79,64.44,955.5800000000002,955.5800000000002,955.5800000000002,0,0.0,25.09,89.57,3.0,96.63,7,1101.43,Normal
2020-07-04,brahmavar,9.51,16.93,919.9600000000002,919.9600000000002,919.9600000000002,0,0.0,25.37,89.37,2.95,96.57,7,1101.43,Normal
2020-07-05,brahmavar,10.73,16.78,949.3700000000001,949.3700000000001,949.3700000000001,0,0.0,24.75,90.47,2.25,96.61,7,1101.43,Normal
2020-07-06,brahmavar,122.48,5.79,957.9000000000001,957.9000000000001,957.9000000000001,0,0.0,25.62,87.68,2.83,96.56,7,1101.43,Normal
2020-07-07,brahmavar,15.37,3.48,968.4600000000002,968.4600000000002,968.4600000000002,0,0.0,24.97,89.72,2.84,96.65,7,1101.43,Normal
2020-07-08,brahmavar,32.32,2.09,996.6100000000001,996.6100000000001,996.6100000000001,0,0.0,24.8,89.37,2.01,96.75,7,1101.43,Normal
2020-07-09,brahmavar,40.06,3.4,1072.95,1072.95,1072.95,0,0.0,24.48,91.92,2.19,96.66,7,1101.43,Normal
2020-07-10,brahmavar,28.82,84.52,1109.1599999999999,1109.1599999999999,1109.1599999999999,0,0.0,23.99,90.44,1.9,96.76,7,1101.43,Normal
2020-07-11,brahmavar,46.34,36.89,1031.7499999999998,1031.7499999999998,1031.7499999999998,0,0.0,24.31,87.06,1.5,96.74,7,1101.43,Normal
2020-07-12,brahmavar,25.31,39.76,1009.2300000000001,1009.2300000000001,1009.2300000000001,0,0.0,23.58,89.27,1.6,96.69,7,1101.43,Normal
2020-07-13,brahmavar,16.35,39.96,981.8900000000001,981.8900000000001,981.8900000000001,0,0.0,23.91,90.53,1.81,96.61,7,1101.43,Normal
2020-07-14,brahmavar,31.63,61.14,982.96,982.96,982.96,0,0.0,24.42,91.87,2.21,96.61,7,1101.43,Normal
2020-07-15,brahmavar,78.43,37.45,980.2299999999999,980.2299999999999,980.2299999999999,0,0.0,24.04,91.45,2.08,96.6,7,1101.43,Normal
2020-07-16,brahmavar,39.61,81.54,1042.85,1042.85,1042.85,0,0.0,24.55,91.86,2.12,96.49,7,1101.43,Normal
2020-07-17,brahmavar,7.11,72.69,1005.0999999999999,1005.0999999999999,1005.0999999999999,0,0.0,24.46,91.44,2.3,96.47,7,1101.43,Normal
2020-07-18,brahmavar,14.37,24.61,974.5599999999998,974.5599999999998,974.5599999999998,0,0.0,24.51,92.12,2.12,96.57,7,1101.43,Normal
2020-07-19,brahmavar,12.42,20.7,987.78,987.78,987.78,0,0.0,24.2,91.62,1.5,96.66,7,1101.43,Normal
2020-07-20,brahmavar,41.03,2.2,1002.66,1002.66,1002.66,0,0.0,24.35,91.61,1.47,96.49,7,1101.43,Normal
2020-07-21,brahmavar,58.41,27.42,1016.05,1016.05,1016.05,0,0.0,25.05,86.51,1.12,96.51,7,1101.43,Normal
2020-07-22,brahmavar,100.07,31.06,990.2800000000001,990.2800000000001,990.2800000000001,1,0.0,25.33,88.36,1.15,96.56,7,1101.43,Normal
2020-07-23,brahmavar,43.79,2.97,969.1499999999999,969.1499999999999,969.1499999999999,1,0.0,25.24,90.26,1.07,96.52,7,1101.43,Normal
2020-07-24,brahmavar,42.15,6.87,1026.77,1026.77,1026.77,1,0.0,24.74,88.28,1.59,96.63,7,1101.43,Normal
2020-07-25,brahmavar,37.83,33.63,1036.34,1036.34,1036.34,1,0.0,23.85,90.97,1.88,96.65,7,1101.43,Normal
2020-07-26,brahmavar,35.58,8.79,1029.66,1029.66,1029.66,1,0.0,24.02,89.88,2.0,96.91,7,1101.43,Normal
2020-07-27,brahmavar,15.59,9.51,1024.88,1024.88,1024.88,1,0.0,24.42,88.69,1.3,96.86,7,1101.43,Normal
2020-07-28,brahmavar,1.65,10.73,1072.8600000000001,1072.8600000000001,1072.8600000000001,1,0.0,24.7,89.96,1.77,96.67,7,1101.43,Normal
2020-07-29,brahmavar,9.93,122.48,1075.97,1075.97,1075.97,1,0.0,24.56,92.03,2.31,96.55,7,1101.43,Normal
2020-07-30,brahmavar,60.59,15.37,1082.7900000000002,1082.7900000000002,1082.7900000000002,1,0.0,24.62,91.66,2.12,96.55,7,1101.43,Normal
2020-07-31,brahmavar,16.44,32.32,1086.18,1086.18,1086.18,1,0.0,24.54,91.86,1.84,96.56,7,1101.43,Normal
2020-08-01,brahmavar,26.95,40.06,1069.1100000000001,1069.1100000000001,1069.1100000000001,1,0.0,24.16,91.72,1.96,96.61,8,1056.93,Normal
2020-08-02,brahmavar,4.01,28.82,1056.8000000000002,1056.8000000000002,1056.8000000000002,1,0.0,24.11,91.3,2.5,96.63,8,1056.93,Normal
2020-08-03,brahmavar,57.49,46.34,1100.74,1100.74,1100.74,1,0.0,24.66,92.86,2.92,96.52,8,1056.93,Normal
2020-08-04,brahmavar,13.84,25.31,1113.4199999999998,1113.4199999999998,1113.4199999999998,1,0.0,24.24,93.3,3.63,96.45,8,1056.93,Normal
2020-08-05,brahmavar,129.3,16.35,1147.7700000000002,1147.7700000000002,1147.7700000000002,1,0.0,24.54,92.75,4.26,96.27,8,1056.93,Normal
2020-08-06,brahmavar,18.76,31.63,1237.1100000000001,1237.1100000000001,1237.1100000000001,1,0.0,25.35,92.89,3.88,96.36,8,1056.93,Normal
2020-08-07,brahmavar,15.25,78.43,1239.5900000000001,1239.5900000000001,1239.5900000000001,1,0.0,25.16,93.61,3.15,96.67,8,1056.93,Normal
2020-08-08,brahmavar,27.75,39.61,1243.8999999999999,1243.8999999999999,1243.8999999999999,1,0.0,24.1,92.68,2.71,96.77,8,1056.93,Normal
